"global_step","2 * 256 * 1024 - _step","2 * 256 * 1024 - valid_loss","2 * 256 * 512 - _step","2 * 256 * 512 - valid_loss","2 * 96 * 96 - _step","2 * 96 * 96 - valid_loss","2 * 192 * 192 - _step","2 * 192 * 192 - valid_loss","2 * 64 * 128 - _step","2 * 64 * 128 - valid_loss","2 * 64 * 256 - _step","2 * 64 * 256 - valid_loss","2 * 64 * 64 - _step","2 * 64 * 64 - valid_loss","2 * 256 * 256 - _step","2 * 256 * 256 - valid_loss","2 * 512 * 2048 - _step","2 * 512 * 2048 - valid_loss","2 * 128 * 256 - _step","2 * 128 * 256 - valid_loss","2 * 128 * 128 - _step","2 * 128 * 128 - valid_loss","2 * 128 * 512 - _step","2 * 128 * 512 - valid_loss","3 * 256 * 512 - _step","3 * 256 * 512 - valid_loss","3 * 512 * 1024 - _step","3 * 512 * 1024 - valid_loss","3 * 256 * 1024 - _step","3 * 256 * 1024 - valid_loss","4 * 512 * 512 - _step","4 * 512 * 512 - valid_loss","4 * 256 * 1024 - _step","4 * 256 * 1024 - valid_loss","4 * 512 * 2048 - _step","4 * 512 * 2048 - valid_loss","4 * 512 * 1024 - _step","4 * 512 * 1024 - valid_loss","copper-violet-60 - _step","copper-violet-60 - valid_loss","deep-oath-61 - _step","deep-oath-61 - valid_loss","volcanic-plasma-64 - _step","volcanic-plasma-64 - valid_loss","8 * 512 * 2048 - _step","8 * 512 * 2048 - valid_loss","eager-sound-62 - _step","eager-sound-62 - valid_loss","morning-eon-65 - _step","morning-eon-65 - valid_loss","12 * 512 * 2048 - _step","12 * 512 * 2048 - valid_loss","CMU sota run - _step","CMU sota run - valid_loss","16 * 512 * 2048 - _step","16 * 512 * 2048 - valid_loss"
"20862398881.949997","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","144000","4.309930085127983","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"21378874052.9625","20000","4.176746251954153","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"21441926381.949997","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","148000","4.302048009343431","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"21458802786.575","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","80000","4.256258044562532","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"21575585093.624996","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","116000","4.27373258224969","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"22021404622.112495","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","152000","4.300525760681309","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"22088695268.812504","undefined","undefined","undefined","undefined","undefined","undefined","68000","4.1589288764899806","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"22214059854.5625","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","20000","4.131956420696072","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"22319592593.624996","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","120000","4.269611068624886","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"22531679084.3375","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","84000","4.247597099791137","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
